occupation,original_occupation,matched_kldb_code,matched_kldb_title,original_matched_kldb_title,similarity_score
pflegeunternehmerin,pflegeunternehmerin,51694,fuhr unternehmer,fuhrunternehmer,0.99901146
abteilung leiter sparkasse,abteilungsleiter stadtsparkasse,24193,abteilung leiter technik,abteilungsleiter hüttentechnik,0.9990059
selbstständiger maler meister,selbstständiger malermeister,25293,schiff bauer meisterin,schiffbauermeisterin,0.9990024
zimmerergeselle,zimmerergeselle,33301,zimmerer helfer,zimmererhelfer,0.99899775
technisch ober amt rat,technisch oberamtsrat a d,73294,kat ast amt leiter,katasteramtsleiter,0.9989961
cand rer pol,cand rer pol,51493,zug chefin,zugchefin,0.9989947
politik wissenschaft andi,politikwissenschaftliche doktorandin,84304,forschung referentin wissenschaft,forschungsreferentin agrarwissenschaften,0.99899364
diplom kauffrau,diplom hotelkauffrau,71402,projekt kaufmann,projektkaufmann frau,0.9989912
kaufmännisch leiter,kaufmännisch leiter,92302,kaufmännische wesen,kaufmännische r mitarbeiter verlagswesen,0.9989904
daz,daz lehrerin,24122,walz,walzer,0.9989891
selbstständiger gesc fuhr,selbstständiger geschäftsführer,25222,motor schlosser wirt schaft,motorenschlosser landwirtschaft,0.99898756
friedens arbeit,friedensarbeiter,81484,assistenz arzt medizin,assistenzarzt ärztin uni arbeitsmedizin,0.9989845
außenhandel ska frau,außenhandelskauffrau,61212,außenhandel ska mann,außenhandelskaufmann frau,0.9989845
erste,erste,52313,first,first officer ziviler luftverkehr,0.9989832
sucht,sucht,81634,suchttherapeut,suchttherapeut,0.99897903
diplom ion technik,diplom ingenieur informationstechnik,26313,bachelor ion technik,bachelor of science elektro informationstechnik,0.9989782
steuer beamter,steuerbeamter,73202,behörde bedienstete,behördenbedienstete r,0.99897474
diplom uri schaft planung,diplom ingenieurin landschaftsplanung,73183,bachelor ines schaft,bachelor of business law wirtschaftsrecht,0.99897426
diplom schaft planung,diplom ing landschaftsplanung,43114,mast schaft informatik,master of science wirtschaftsinformatik,0.9989733
landes schatz meister,landesschatzmeister,61132,pfand schatz,pfandschätzer,0.9989732
eg verwaltungsraetin,eg verwaltungsraetin,01402,flug betriebs soldat,flugbetriebssoldat,0.9989711
indus nike,industiemechaniker,26312,iuk system nike,iuk system elektroniker,0.9989699
richterin alg,richterin am sozialgericht,24122,stange richterin,stangenrichterin,0.99896884
fernsehbild technikerin,fernsehbildtechnikerin,26312,fernsehtechnikerin,fernsehtechnikerin,0.9989684
baukaufmann,baukaufmann,62272,automobilkaufmann,automobilkaufmann frau,0.998968
kaufmännische verwalter,kaufmännischer wohnungsverwalter,71394,kaufmännische leiter,kaufmännische r betriebsleiter,0.99896723
museum direktor,museumsdirektor,94134,musik direktor,musikdirektor,0.9989627
polizei haupt kommissar,polizeihauptkommissar a d,53213,sicherheit kommissar,sicherheitskommissar polizei,0.99896264
polizei präsident,polizeipräsident,84294,polizei fach schulrektor,polizeifachschulrektor,0.9989574
produkt ion mitarbeit,produktionsmitarbeiter,26312,support mitarbeit,supportmitarbeiter,0.9989574
stadt ober inspektor,stadtoberinspektor,73284,stadt kammer,stadtkämmerer kämmerin,0.99895513
geschäft fuhr tag sfr akt ion,geschäftsführer landtagsfraktion,73294,bezirk geschäft fuhr run,bezirksgeschäftsführer sozialversicherung,0.99895173
diplom land wirtin,diplomlandwirtin,11102,land wirtin,landwirtin,0.9989517
pol cha,politkwissenschaftler,32112,vers cha,verschaler,0.9989514
freiwilliges soziales jahr,freiwilliges soziales jahr,43113,e bus ines betriebs wirt,e businessbetriebswirt fachschule,0.99894845
promo,promovent,92413,manual,manual redakteur,0.9989478
jugend lichen psycho eutin,jugendlichenpsychotherapeutin,81624,jugend psycho loge login,jugendpsychologe psychologin,0.99894685
aussenstel leiter,aussenstellenleiter,94693,ausstattung leiter,ausstattungsleiter bühne film fernsehen,0.9989443
beruf oberschule ing,berufsoberschule freising,84294,beruf schuldirektor,berufsschuldirektor,0.9989437
cdu deutschlands,cdu deutschlands,71214,stadt verbands,stadtverbandsbeigeordnete r,0.9989429
landes struktur beau zen,landesstrukturbeautragter finanzen,84503,landes trainer,landestrainer,0.99894166
diplom land wirt,diplomlandwirt,11102,land wirt,landwirt,0.99894106
getränk technologie,getränketechnologie,29103,getränk technik,getränketechniker,0.99893934
groß,groß,51242,steg,stegwart,0.9989389
tran port unternehmer,transportunternehmer,51694,taxi unternehmer,taxiunternehmer,0.9989376
staat technik,staatl geprüfter maschinenbautechniker,94533,bild technik,bildtechniker,0.9989371
selbstständiger kaufmann,selbstständiger kaufmann,71302,betriebs kaufmann,betriebskaufmann frau,0.99893636
krist allograph,kristallograph,41422,met allograph,metallograph,0.99893576
handwerk,handwerker,26302,elektro handwerk,elektrohandwerker,0.99893206
referent rektor konferenz hochschule,referent landesrektorenkonferenz fachhochschulen nrw,84454,sprachkurs leiter hochschule,sprachkursleiter volkshochschulen,0.9989314
selbstaendiger vers run kaufmann,selbstaendiger versicherungskaufmann,63112,verkehrs kaufmann mus,verkehrskaufmann frau tourismus,0.9989299
vertriebs analyst,vertriebsanalyst,72234,vertriebs controller,vertriebscontroller,0.9989281
universität präsident,universitätspräsident,62422,sanität kaufmann handel,sanitätskaufmann frau einzelhandel,0.99892294
bunde bahn beamter,bundesbahnbeamter,26312,beamter ische,beamter beamtin elektronische aufklärung mittl dienst,0.99892175
leistung sportlerin,leistungssportlerin,81783,sport therapeut,sporttherapeut,0.9989177
weinbau amt leiter,weinbauamtsleiter,24202,transfer straße einrichter,transferstraßeneinrichter,0.99890715
kaufmännisch angeste rat management,kaufmännisch angestellte betriebsratsmanagement,71314,kaufmännische r planerin,kaufmännische r planerin,0.99890655
wahl kreis mitarbeit,wahlkreismitarbeiter,27312,auswahl prüferin,auswahlprüferin,0.99890596
zahn fachangestellte,zahnmed verwaltungsfachangestellte,73112,notar fachangestellte,notarfachangestellte r,0.9989056
chirurg ische ken schwester,chirurgische krankenschwester,81313,gesundheit ken schwester,gesundheits krankenschwester pfleger geriatrie,0.9989048
dv kaufmann,dv kaufmann,43394,dv projekt leiter,dv projektleiter,0.9989024
vize präsident gesundheit amte,vizepräsident des bundesgesundheitsamtes,11794,forst präsident,forstpräsident,0.9989017
beratender ingenieur fuer bauwesen,beratender ingenieur fuer bauwesen,61124,gartenbau vertriebs ingenieur,gartenbauvertriebsingenieur,0.9989008
orchester inspektorin,orchesterinspektorin,63404,orchester managerin,orchestermanagerin,0.99889606
mitglied ch estg,mitglied des deutschen bundestges,24212,bands ch re steuer mann,bandscherensteuermann frau,0.998896
schulamt direktor,schulamtsdirektor,84194,gesa schuldirektor,gesamtschuldirektor,0.99889463
hochschullehrende,hochschullehrender,84304,hochschullehrer,hochschullehrer architektur,0.9988944
verfahrens tand,verfahrensbeistand,21222,verfahrens zeug,verfahrensmech steine erdeni vorgefertigte betonerzeug,0.9988906
thea pädagoge,theatherpädagoge,83112,kind pädagoge,kinderpädagoge pädagogin,0.99888855
promotion studentin,promotionsstudentin,94283,statistin,statistin,0.9988876
hochschulingenieur,hochschulingenieur,84394,hochschulpräsident,hochschulpräsident,0.99888504
krimi alk,kriminalkommisar,29302,person alk,personalkoch köchin,0.9988846
account managerin,accountmanagerin,27393,team managerin,team und qualitätsmanagerin,0.9988844
kaufmännisch angestellte,kaufmännisch angestellte,71302,kaufmännische r angestellte r,kaufmännische r angestellte r,0.9988781
gymnasial lehrer,gymnasial lehrer,84124,gymnasiallehrer,gymnasiallehrer,0.99887794
selbstständiger vers run kaufmann,selbstständiger versicherungskaufmann,62422,sanität kaufmann handel,sanitätskaufmann frau einzelhandel,0.99887156
diplom schaft jurist,diplom wirtschaftsjurist,43113,bachelor schaft informatik,bachelor of science wirtschaftsinformatik,0.99886984
it system spezialist ing,it systemspezialist billing,92113,market ing spezialist,marketingspezialist,0.9988696
bauwesen,bauwesen,73222,assistent wesen,assistent gesundheitswesen,0.9988692
rentner,rentner,28132,fadner,fadner,0.99886733
empiris ch wissenschaftlerin,empirische kulturwissenschaftlerin,73334,info ion wissenschaftlerin,informationswissenschaftlerin,0.9988664
steuer ober inspektorin,steueroberinspektorin,72303,steuer assistentin,steuerassistentin,0.9988659
staat ken schwester,staatl geprüfte krankenschwester,81313,fach schwester ken,fachschwester pfleger krankenpflege,0.9988657
kreis gestell,kreisangestellter,51182,funk gehilfe,funkgehilfe gehilfin,0.998863
verwaltung vollzug beamter,verwaltungsvollzugsbeamter,72132,versicherung vertrags verwalter,versicherungsvertragsverwalter,0.9988628
po beamter,postbeamter,26312,beamter,beamter beamtin fernmeldeaufklärung mittl dienst,0.99886084
industriepatent anwalt,industriepatentanwalt,61122,verkauf korrespondent,verkaufskorrespondent,0.9988607
schüler vertretung sekretär,schülervertretung landessekretär,26293,schicht leiter vertreter,schichtleitervertreter kraftwerksbetrieb,0.99885947
fach großhändler,fachgroßhändler,61212,großhändler,großhändler,0.9988582
wissenschaft publizistin,wissenschaftspublizistin,91244,publizistik wissenschaftler,publizistikwissenschaftler,0.998857
heilpädagogin,heilpädagogin,83134,heilpädagoge,heilpädagoge pädagogin,0.9988526
selbständig wirt schaft media tor,selbständig wirtschaftsmediator,11103,land wirt schaft berater,landwirtschaftliche r betriebsberater,0.998852
ober inspektor,oberinspektor,72133,ober inspektor run,oberinspektor versicherung,0.99885076
staat technikerin,staatlich geprüfte elektrotechnikerin,42113,geo technikerin,geotechnikerin,0.998848
diplom mitte techno loge,diplom lebensmitteltechnologe,42124,diplom hydro loge,diplomhydrologe,0.9988472
integrat ion,integration,26312,elektronik ion,elektroniker geräte und systeme telekommunikation,0.9988456
kommunikat ion managerin,kommunikationsmanagerin,23224,kommunikat ion designerin dia,kommunikationsdesignerin multimedia,0.99884325
angestellte,angestellte,73312,fachangestellte,fachangestellte r archiv,0.9988422
kraftfahrer,kraftfahrer,52122,kraftwagen fahrer,kraftwagenfahrer,0.99883723
stadtbau amt mann,stadtbauamtmann,11711,forst baum schularbeit,forstbaumschularbeiter,0.9988354
kfz werk,kfz handwerker,25213,kfz technik,kfz kundendiensttechniker,0.9988322
selbstaendiger dip schaft ingenieur,selbstaendiger diplom wirtschaftsingenieur,91344,markt forscherin schaft ingenieur wesen,marktforscherin wirtschaftsingenieurwesen,0.99883145
ozeanograph,ozeanograph,42124,ozeanologe,ozeanologe ozeanologin,0.998827
politik studentin,politikstudentin,42134,kultur geografin,kulturgeografin,0.99882656
doplom volk wirt,doplom volkswirt,91404,volk wirt,volkswirt,0.9988255
leiter ode planung,leiter methodenplanung,11724,ingenieur schutz schaft planung,ingenieur naturschutz und landschaftsplanung,0.99882543
technisch beraterin,technisch beraterin,34343,anlage technikerin,anlagentechnikerin,0.9988246
diplom juristin,diplomjuristin,73104,juristin,juristin,0.9988184
forstsachverständiger,forstsachverständiger,31164,bausachverständige,bausachverständige r,0.99881595
vize präsi dentin ch tages,vizepräsidentin des deutschen bundestages,84394,prorektorin präsi dentin,prorektorin vizepräsidentin,0.99881464
bundesvorsitzender schaft ch fuhr,bundesvorsitzender gewerkschaft deutscher lokomotivführer,43383,arbeit vorbereiterin zentrum,arbeitsvorbereiterin rechenzentrum,0.99881387
immobilie verwalterin,immobilienverwalterin,94623,requisite verwalterin,requisitenverwalterin,0.9988136
investment manager,investmentmanager,72144,risk manager,risk manager,0.9988121
spedit ion,speditions kaufmann,51623,spedit uri,spediteurin,0.99881047
fremdsprache dozentin,fremdsprachendozentin,92424,fremdsprache lektor,fremdsprachenlektor,0.9988095
sozialversicherung fachangestellter,sozialversicherungsfachangestellter,73212,sozialversicherung fachangestellte versicherung,sozialversicherungsfachangestellte r rentenversicherung,0.99880594
sonderschulkonrektor,sonderschulkonrektor,84494,musik schulrektor,musikschulrektor,0.9988052
selbständig vers run kaufmann,selbständig versicherungskaufmann,71302,kaufmännische r assistent,kaufmännische r assistent,0.9988045
touri mus krise manager,tourismuskrisenmanager,83154,krise berater,krisenberater,0.9988044
sonde,sonderschulleiterin,73113,inspektor,inspektor notardienst,0.99880385
wissenschaft tag sfr akt ion,wissenschaftlicher referent f d p landtagsfraktion nrw,23322,wissenschaft fotografin,wissenschaftsfotografin,0.9988017
psycho login,psychologin,81624,psycho loge login,psychologe psychologin,0.9987994
sozialordnung,sozialordnung,73184,sozialrecht,sozialrechtler,0.99879926
sozia run,soziale sicherung,83154,sozia eutin,sozialtherapeutin,0.9987971
selbstaendiger buch,selbstaendiger buch,52522,bagger fuhr,baggerführer,0.9987966
grad,grad,51624,supply,supply chain manager,0.9987946
verlag,verlags angestellter,92302,verlag assistent,verlagsassistent,0.99879444
oberbau rätin,oberbaurätin,31194,oberbau leiterin,oberbauleiterin,0.9987936
städtisch direktor,städtischer leitender verwaltungsdirektor a d,51694,expedit ion leiter,expeditionsleiter,0.9987932
diplom wirt,diplom volkswirt,11102,land wirt,landwirt,0.9987893
staendige vertreter präsident,staendige vertreterin des polizeipräsidenten,72133,haupt vertreter run,hauptvertreter versicherung,0.9987881
paedagogische esso,paedagogischer hochschulprofessor,83112,pädagogische dorf,pädagogische r mitarbeiter kinderdorf,0.99878633
geo login,geologin,42124,geo loge login,geologe geologin,0.99878573
technische bahn beamter,technischer bundesbahnbeamter,73202,behörde bedienstete,behördenbedienstete r,0.99878377
selbstständiger verkauf leiter,selbstständiger verkaufsleiter,62194,verkaufsstelle leiter,verkaufsstellenleiter,0.9987827
allgemeinmedizin,allgemeinmediziner,81404,humanmedizin,humanmediziner,0.998782
medien unternehmerin,medienunternehmerin,94494,konzert unternehmerin,konzertunternehmerin,0.99878037
werbefach mann,werbefachmann,92113,werbefach wirtin,werbefachwirtin,0.99877745
selbständig zimme meister,selbständig zimmerermeister,23293,schrift setzer meister,schriftsetzermeister,0.9987767
städtisch tender direktor,städtischleitender verwaltungsdirektor a d,72194,bank zweigstelle leiter,bankzweigstellenleiter,0.9987755
senior pr beraterin,senior pr beraterin,92203,pr beraterin,pr beraterin,0.99877363
sozia cha,sozialwissenschaflerin,83154,sozia eutin,sozialtherapeutin,0.99877155
staat wirt,staatl geprüfter landwirt,91404,volk wirt,volkswirt,0.99876714
professor technik,professor fuer elektrotechnik,11113,land technik,landtechniker,0.9987611
umwelt pädagogin,umweltpädagogin,91334,erlebnis pädagoge,erlebnispädagoge pädagogin,0.9987606
ober studie,oberstudienraetin,91254,mast studie,master of arts europastudien european studies,0.99876034
branche,branchen,51242,steg,stegwart,0.99875784
richter alg,richter am sozialgericht,24212,feder richter,federrichter,0.9987564
stadt ober amt rat,stadtoberamtsrat,81504,amt tier arzt,amtstierarzt ärztin,0.9987554
kauffrau stück,kauffrau grundstücks,51412,kaufmann service,kaufmann frau verkehrsservice,0.9987539
selbstaendiger kaufmann,selbstaendiger kaufmann,42312,kaufmann wirt schaft,kaufmann frau entsorgungs u recyclingwirtschaft,0.99875337
beigeordneter,beigeordneter,71214,beigeordnete r,beigeordnete r,0.99875253
stud rer oec,stud rer oec,42333,str ahle schützerin,strahlenschützerin,0.99875116
ausbilder ute,ausbilder fuer industriekaufleute,84223,ausbilder,ausbilder,0.99875003
bio land wirt,biolandwirt,11102,klein land wirt,kleinlandwirt,0.9987499
selbstständiger bäcker meister,selbstständiger bäckermeister,33193,bodenleger meister,bodenlegermeister estrich,0.9987463
hygieniker,hygieniker,94323,magiker,magiker,0.99874157
programierer,programierer,25112,montierer,montierer,0.9987411
fach ärztin ion medizin,fachärztin reproduktionsmedizin,81213,fach assistent fusion medizin,fachassistent immunhämatologie transfusionsmedizin,0.9987379
it angestellter,it angestellter,73312,fachangestellte,fachangestellte r archiv,0.99873716
ober kreta,obersekretaer a d,93342,bron ober fläche,bronzierer holzoberflächenveredler in,0.99873644
bunde bahn ober inspektor,bundesbahnoberinspektor,52132,tram bahn führerin,trambahnführerin,0.99873495
